year,tweets,users,tweets:user,original tweets:user,retweets:user,unedited retweets:user,edited retweets:user,genuine @replies:user,URLs:user,users:tweets,original tweets,genuine @replies,retweets,unedited retweets,edited retweets,URLs,% original tweets,% genuine @replies,% retweets,% unedited retweets,% edited retweets,% URLs,number of current users from least active 90% (< 3 tweets),% of current users from least active 90% (< 3 tweets),number of tweets from least active 90% (< 3 tweets),% of tweets from least active 90% (< 3 tweets),number of current users from > 90% group (> 2 tweets; 1047 of 8128 users),% of current users from > 90% group (> 2 tweets; 1047 of 8128 users),tweets from > 90% group (> 2 tweets; 1047 of 8128 users),% of tweets from > 90% group (> 2 tweets; 1047 of 8128 users),number of current users from > 99% group (> 13 tweets; 94 of 8128 users),% of current users from > 99% group (> 13 tweets; 94 of 8128 users),tweets from > 99% group (> 13 tweets; 94 of 8128 users),% of tweets from > 99% group (> 13 tweets; 94 of 8128 users)
2013,15679,8128,1.92901,0.422244,0.828002,0,0.828002,0.678765,0.698081,0.5184,3432,5517,6730,,6730,5674,0.218892,0.351872,0.429237,0,0.429237,0.361885,6987,0.859621,8021,0.511576,1047,0.128814,5179,0.330314,94,0.011565,2479,0.15811


percentile,tweets,tweets:total tweets,original tweets,original tweets:tweets,@replies,@replies:tweets,genuine @replies,genuine @replies:tweets,retweets,retweets:tweets,unedited retweets,unedited retweets:tweets,edited retweets,edited retweets:tweets,URLs,URLs:tweets
users > 0% (>= 0 tweets; 6988 of 8128 users),8021,0.511576,2052,0.255828,5969,0.744172,2232,0.27827,3737,0.465902,,0,3737,0.465902,3839,0.478619
users > 90% (>= 3 tweets; 1047 of 8128 users),5179,0.330314,1129,0.217996,4050,0.782004,1908,0.368411,2142,0.413593,,0,2142,0.413593,1437,0.277467
users > 99% (>= 14 tweets; 94 of 8128 users),2479,0.15811,251,0.101251,2228,0.898749,1377,0.555466,851,0.343284,,0,851,0.343284,398,0.160549
all 8128 users,15679,1,3432,0.218892,12247,0.781108,5517,0.351872,6730,0.429237,,0,6730,0.429237,5674,0.361885


user,percentile,tweets,original tweets,% original tweets,@replies,% @replies,genuine @replies,% genuine @replies,retweets,% retweets,unedited retweets,% unedited retweets,edited retweets,% edited retweets,URLs,% URLs,@replies received,@replies received:sent tweets,genuine @replies received,% genuine @replies received,genuine @replies received:sent tweets,retweets received,% retweets received,retweets received:sent tweets,unedited retweets received,% unedited retweets received,unedited retweets received:sent tweets,edited retweets received,% edited retweets received,edited retweets received:sent tweets
 semanur saglar,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
_emrahuzun_,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
ozeldersatakent,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
ispitci34,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 LAITNUR LTD,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
khatcho,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Dr. Serdar KALAYCI,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Serhat Orak,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Yasemin Ayse Kiris,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 SALİH DENİZ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Tolga Erdoğan,> 90%,10,1,0.1,9,0.9,9,0.9,,0,,0,0,0,10,1,0,0,0,,0,,,0,,,0,0,,0
 Haberim Yoktu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Haber Bursa,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 S*N,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
performingceel,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Mehmet Murat Kankavi,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
HilalKrmhmt,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Sümeyra,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 denize nazır...,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 cimcime hanim,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
bercantutar,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Maaike,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 GM Humanists,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Aykut Baş,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 barikat vs tarikat,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
drsnyasin,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
 bülent özkul,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Messenger of God,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Alperen Mergen,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Osman Coşkunoğlu,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 Moammar Shkriyel,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Baha BABAREİS,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
ibrahim_dogru01,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Deangelo Vickers,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
  Okumuşoğlu #MKATC,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mesut Meriç ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 ilyas bilen,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 PluviophileBrigadier,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Ahmet Sarıer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Emine,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
ValjevskiGedza,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
selahattin858,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
Hannes_Swoboda,none,0,0,,,,0,,,,,,0,,,,45,,3,0.0666667,,42,0.933333,,0,0,,42,0.933333,
Erdogan_Atalay_,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
LoeweVerlag,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 ॐ Narayan Viswam ॐ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
TypicalGirI,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 SeLim ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 webmagazina,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 sezai köse,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
HalilSavda,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Pelin Akay,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 4thInker,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
amunhay,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Buğra Bardakçı,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Gilbert Mercier,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 akın,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Alexander Kokoskerya,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
SelimPercin,none,0,0,,,,0,,,,,,0,,,,6,,6,1,,0,0,,0,0,,0,0,
 Neil Humphreys,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
ahmetgundo,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
Mihriban_merent,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Mirkan Halisdemir,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 UBIH  4DIGE  NISE,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Serdar Tengiz,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 FIKMIN2,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 riyaland,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 T.C.Erdoğan Gençoğlu,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
FThTelli,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Yiğit Ülker,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 will be 15 in 17th j,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 SyriaTopNews,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
ysahin50,none,0,0,,,,0,,,,,,0,,,,16,,16,1,,0,0,,0,0,,0,0,
 Çapul T.C TARGAY,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,1,0.5,0,0,0,,0,,,0,,,0,0,,0
SelinEvdogan,none,0,0,,,,0,,,,,,0,,,,4,,4,1,,0,0,,0,0,,0,0,
 sorgulamalı,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 EYT DEMİR BALIKEL,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 orhankurtulbas,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Irufan,> 90%,10,0,0,10,1,10,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ahmet Memiş,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ΛЯΞS çapulovski✌️,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,3,1,0,0,0,,0,,,0,,,0,0,,0
 Yasemin,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 thecritiq,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 AntiKıl,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mehmet K4R4T4Ş,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
erdogselll,none,0,0,,,,0,,,,,,0,,,,4,,0,0,,4,1,,0,0,,4,1,
 Reha Başoğul,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 Frans Rolink,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 #AK_Düny4,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 aydan ad4K,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
zoegalland,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Bayram ÖZKAN,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 tuzluhosaf,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 psodot,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 berteng,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
osmannuritopbas,none,0,0,,,,0,,,,,,0,,,,11,,11,1,,0,0,,0,0,,0,0,
AndersFoghR,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
NezamanTToldu,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 Stephen Symes,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 adem genç,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 su ürünleri mühendsi,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Dilara Bayar,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Çiçek,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Behjat Gilani,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 sefer aydogan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 cplcuumt,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Çapulcu Ömer H.,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 emre şahin,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Emrah GÜNDOĞDU,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Amanda Rivkin,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 T.C.derviş ,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Doğan Eşkinat,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Susturulamayınca,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 âlâ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 DİRENİŞCİ BABA,> 90%,8,0,0,8,1,4,0.5,4,0.5,,0,4,0.5,2,0.25,0,0,0,,0,,,0,,,0,0,,0
_yerlihaber_,none,0,0,,,,0,,,,,,0,,,,4,,4,1,,0,0,,0,0,,0,0,
 Ataturk's Republic,> 90%,9,1,0.111111,8,0.888889,0,0,8,0.888889,,0,8,0.888889,7,0.777778,0,0,0,,0,,,0,,,0,0,,0
 Mehmet Ali ÇINAR,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ak4Twits,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Emre Ulusoy,> 99%,51,0,0,51,1,51,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Think Tank,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 simsim,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
aydinlne,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Emin İleri,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 SAUT UL MUSLIM,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ümmü erdoğan,> 0%,2,1,0.5,1,0.5,1,0.5,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Kanber Koç,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
gozenpelin,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
selman_erdogan,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
CatiaSofia1001,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Howard Kirsh,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Shou Gaka,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Klara Fickel,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Hulya,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
YLDR4YS4RI,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Gürsoy,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Asiyee,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 esicin,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
 Kanalahaber.com,> 90%,4,4,1,,0,0,0,,0,,0,0,0,4,1,0,0,0,,0,,,0,,,0,0,,0
 Dusan Spasojevic,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,2,0.4,0,0,0,,0,,,0,,,0,0,,0
 Hep Birlikte ®,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
IslemWorldCourt,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 CҽyɗATATÜRK #MKATC ,> 90%,4,0,0,4,1,0,0,4,1,,0,4,1,3,0.75,0,0,0,,0,,,0,,,0,0,,0
 hülya çm,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Sum-Ye,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 TC Sedat Düşmez,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Y4SiN 4LTINT4S,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 HALKLARIN KARDEŞLİĞİ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Berkcan Öğüşlü,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Sasa Magazinovic,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 DigiMonster,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 cihan ,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Ishaq,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ismail nergiz,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 Manolya Ervan,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
 Jewish Bro,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
sibelce_70,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
MeXeCe,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 alişan doğan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Falcon,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 NessBoubekri ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 serjilla,> 0%,2,2,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
mehmetturkment,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
memetsims,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Khatchig Mouradian,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Burçin Taştan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Basil الضبع,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
1birolekici,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 HAYDAR KARYEMEZ,> 90%,10,0,0,10,1,0,0,10,1,,0,10,1,3,0.3,0,0,0,,0,,,0,,,0,0,,0
 FEMEN Britain,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Jon!,> 90%,10,8,0.8,2,0.2,2,0.2,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
zeitonline,none,0,0,,,,0,,,,,,0,,,,7,,7,1,,0,0,,0,0,,0,0,
 ilhan tanir,> 99%,14,9,0.642857,5,0.357143,3,0.214286,2,0.142857,,0,2,0.142857,6,0.428571,0,0,0,,0,,,0,,,0,0,,0
 Presidential Power,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Wolf,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Moonlight,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
kadir_gurbetci,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
Russell_Alder,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Ahmet Er,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Michel Hilverts,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Antalya Manşet,> 90%,8,8,1,,0,0,0,,0,,0,0,0,8,1,0,0,0,,0,,,0,,,0,0,,0
 ömer tarım,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
metingulbahar,none,0,0,,,,0,,,,,,0,,,,11,,2,0.181818,,9,0.818182,,0,0,,9,0.818182,
 Erdal K.,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
eng_erdogan,none,0,0,,,,0,,,,,,0,,,,13,,13,1,,0,0,,0,0,,0,0,
 vivet kanetti uluç,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 emReTE,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
DusanStankovic4,none,0,0,,,,0,,,,,,0,,,,5,,4,0.8,,1,0.2,,0,0,,1,0.2,
ulusalkanal,none,0,0,,,,0,,,,,,0,,,,2,,1,0.5,,1,0.5,,0,0,,1,0.5,
 TC Tinerci Ayyaş,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Terror In Burka,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 #BijBerxwedanRojavA#,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Halis Mutlu,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Diloooom♡,> 0%,2,2,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Giti Thadani,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Meknessia,> 90%,10,0,0,10,1,10,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
mansurclk,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
 Serd4r Yıldız,> 90%,3,0,0,3,1,1,0.333333,2,0.666667,,0,2,0.666667,,0,0,0,0,,0,,,0,,,0,0,,0
 İbrahim Gökbel,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Kübra,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,,0,0,0,0,,0,,,0,,,0,0,,0
erenerd,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Vatan+Atam ve GS,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
GrnArt,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
